student_code,subject_id,school_year_id,semester_index,evaluated_at_week,subject_category,grade_level,weighted_early_avg,weighted_late_avg,score_slope,score_volatility,max_drop,last_score,max_coefficient_so_far,high_weight_score_count,last_high_weight_score,lms_avg_score,lms_recent_drop,lms_submission_rate,lms_recent_submission_rate,lms_gradebook_gap,daily_absence_rate,unexcused_absent_rate,excused_absent_days,total_late_count,total_demerit_points,repeat_offense_count,severe_sanction_count,actual_final_grade,actual_risk_level,is_at_risk
HS2100784,4,2025,1,16,MATH_SCIENCE,10,6.18,6.88,0.0179,0.2309,0.49,6.68,3.01,3,6.32,6.03,-1.64,0.6997,0.2535,-0.48,0.1693,0.0766,7,1,0.19,0,0,7.0,LOW,0
HS2100784,5,2025,1,16,MATH_SCIENCE,10,6.77,6.97,0.0149,0.0872,0.0,6.58,2.96,3,6.67,6.63,0.15,0.7564,0.764,-0.36,0.1654,0.0721,7,1,0.19,0,0,7.2,LOW,0
HS2100784,6,2025,1,16,MATH_SCIENCE,10,7.07,7.16,0.0104,0.5041,1.16,6.22,3.09,3,6.46,6.21,0.23,0.6085,0.4962,-0.03,0.168,0.073,7,1,0.19,0,0,7.3,LOW,0
HS2100784,13,2025,1,16,TECHNOLOGY,10,6.85,6.71,-0.0413,0.2693,0.51,6.29,2.92,3,6.12,6.18,0.14,0.8387,0.9674,0.04,0.1547,0.0715,7,1,0.18,0,0,7.0,LOW,0
HS2100784,14,2025,1,16,TECHNOLOGY,10,6.43,6.9,0.0048,0.3523,0.82,5.96,3.06,3,6.5,6.57,-0.22,0.6608,0.7356,0.66,0.1569,0.0773,7,1,0.19,0,0,7.1,LOW,0
HS2100784,9,2025,1,16,HUMANITIES,10,5.47,5.4,0.0024,0.1755,0.41,5.39,3.07,3,5.34,6.19,-0.77,0.6143,0.5017,0.6,0.1623,0.0783,7,1,0.19,0,0,6.3,MODERATE,0
HS170785,106,2025,1,16,MATH_SCIENCE,7,2.64,2.37,-0.0936,0.488,1.04,2.07,3.12,3,2.14,0.87,0.0,0.1242,0.0,-1.3,0.1568,0.0855,5,2,8.76,5,1,3.4,CRITICAL,1
HS170785,2,2025,1,16,HUMANITIES,7,1.49,1.61,-0.0191,0.3342,0.89,1.65,2.89,3,1.75,0.54,0.0,0.0638,0.0,-1.2,0.1459,0.0867,5,2,8.22,5,1,2.8,CRITICAL,1
HS170785,3,2025,1,16,HUMANITIES,7,1.76,1.88,-0.0097,0.3144,0.61,2.12,2.95,3,2.12,1.62,0.0,0.1309,0.0,-0.55,0.143,0.091,5,2,8.92,5,1,2.9,CRITICAL,1
HS170785,7,2025,1,16,MATH_SCIENCE,7,2.36,2.45,-0.0215,0.2217,0.58,2.07,2.97,3,2.11,1.44,0.0,0.0614,0.0,-0.72,0.1549,0.0888,5,2,8.75,5,1,3.3,CRITICAL,1
HS170785,8,2025,1,16,HUMANITIES,7,1.74,1.74,-0.0417,0.3781,0.87,1.45,3.01,3,1.46,1.36,-0.37,0.1854,0.2559,-0.09,0.1508,0.0886,5,2,8.28,5,1,2.9,CRITICAL,1
HS170785,4,2025,1,16,MATH_SCIENCE,7,2.32,2.28,-0.0685,0.4749,1.14,1.99,2.91,3,2.0,,,0.0,0.0,,0.1445,0.0832,5,2,8.9,5,1,3.2,CRITICAL,1
HS170785,5,2025,1,16,MATH_SCIENCE,7,2.34,2.23,-0.0306,0.2021,0.49,2.19,3.12,3,2.11,1.77,0.0,0.0626,0.0,-0.43,0.1572,0.0913,5,2,8.48,5,1,3.2,CRITICAL,1
HS170785,6,2025,1,16,MATH_SCIENCE,7,2.38,2.3,-0.0309,0.328,0.94,2.39,3.04,3,2.2,2.75,0.0,0.0624,0.0,0.38,0.1526,0.0875,5,2,8.52,5,1,3.3,CRITICAL,1
HS170785,13,2025,1,16,TECHNOLOGY,7,2.59,2.63,-0.0171,0.2356,0.59,2.5,3.08,3,2.43,0.41,0.0,0.0612,0.0,-1.95,0.1437,0.0845,5,2,8.76,5,1,3.5,HIGH,1
HS170785,14,2025,1,16,TECHNOLOGY,7,2.3,2.17,-0.0456,0.366,0.99,2.15,3.01,3,2.2,,,0.0,0.0,,0.1499,0.09,5,2,8.19,5,1,3.2,CRITICAL,1
HS170785,9,2025,1,16,HUMANITIES,7,1.76,1.77,-0.0413,0.2728,0.72,1.78,3.05,3,1.62,1.57,0.0,0.0598,0.0,-0.21,0.1464,0.0889,5,2,8.58,5,1,2.9,CRITICAL,1
HS280786,106,2025,1,16,MATH_SCIENCE,8,7.59,8.05,-0.0048,0.3693,0.77,7.64,3.13,3,7.83,7.74,-1.18,0.8815,0.5156,-0.12,0.0952,0.0516,4,3,0.24,0,0,8.1,LOW,0
HS280786,2,2025,1,16,HUMANITIES,8,8.59,8.91,0.0025,0.4906,1.02,8.27,3.07,3,8.28,7.37,-0.15,0.8386,0.773,-0.76,0.095,0.0505,4,3,0.25,0,0,8.6,LOW,0
HS280786,3,2025,1,16,HUMANITIES,8,9.15,9.27,-0.0072,0.1417,0.41,8.82,2.98,3,9.16,7.77,-0.53,0.9705,0.9801,-0.82,0.1012,0.0505,4,3,0.25,0,0,8.8,LOW,0
HS280786,7,2025,1,16,MATH_SCIENCE,8,7.34,7.33,-0.0568,0.5443,1.17,6.93,3.08,3,6.79,8.16,-0.07,0.8328,0.5003,0.89,0.0998,0.049,4,3,0.25,0,0,8.0,LOW,0
HS280786,8,2025,1,16,HUMANITIES,8,7.92,8.78,-0.0024,0.5499,1.37,7.66,3.09,3,8.13,7.84,0.79,0.842,1.0,-0.36,0.0979,0.0494,4,3,0.25,0,0,8.6,LOW,0
HS280786,4,2025,1,16,MATH_SCIENCE,8,7.56,7.84,-0.0234,0.2929,0.83,7.34,3.06,3,7.72,7.83,-0.05,0.8374,1.0,0.55,0.0979,0.0514,4,3,0.25,0,0,7.9,LOW,0
HS280786,5,2025,1,16,MATH_SCIENCE,8,7.65,7.21,0.0,0.2367,0.61,7.13,3.14,3,7.26,7.71,-0.54,0.8516,0.7517,0.35,0.0964,0.0505,4,3,0.25,0,0,7.9,LOW,0
HS280786,6,2025,1,16,MATH_SCIENCE,8,7.66,7.78,-0.0388,0.3088,0.77,7.44,2.93,3,7.47,8.09,-0.5,1.0,1.0,0.43,0.1026,0.048,4,3,0.26,0,0,8.1,LOW,0
HS280786,13,2025,1,16,TECHNOLOGY,8,7.72,7.66,-0.0904,0.7086,1.85,6.65,3.0,3,6.44,8.05,0.31,0.9125,0.7827,1.13,0.1036,0.0508,4,3,0.25,0,0,8.0,LOW,0
HS280786,14,2025,1,16,TECHNOLOGY,8,7.33,7.96,-0.0209,0.4267,1.15,7.53,2.96,3,7.32,7.87,0.07,0.8836,0.9746,0.68,0.0951,0.0492,4,3,0.24,0,0,8.0,LOW,0
HS280786,9,2025,1,16,HUMANITIES,8,8.5,9.2,0.0077,0.4484,0.89,8.04,3.0,3,8.15,7.38,0.35,0.8435,0.9849,-0.67,0.1045,0.0495,4,3,0.26,0,0,8.7,LOW,0
HS290787,106,2025,1,16,MATH_SCIENCE,9,4.58,3.39,-0.1408,0.7894,1.62,3.73,3.01,3,3.64,6.37,-0.47,0.4852,0.4956,2.36,0.025,0.0259,0,0,0.54,0,0,5.4,MODERATE,0
HS290787,2,2025,1,16,HUMANITIES,9,4.89,3.65,-0.1282,0.6221,1.07,3.59,3.08,3,3.62,6.66,0.39,0.6974,0.7324,2.98,0.0255,0.0249,0,0,0.52,0,0,5.5,MODERATE,0
HS290787,3,2025,1,16,HUMANITIES,9,4.86,2.86,-0.1854,0.9524,1.68,3.09,2.96,3,3.01,7.08,-0.31,0.7138,0.7358,3.84,0.0249,0.0244,0,0,0.55,0,0,5.2,MODERATE,0
HS290787,7,2025,1,16,MATH_SCIENCE,9,4.91,3.48,-0.1504,0.7068,1.12,3.11,3.12,3,3.3,7.14,0.3,0.7293,0.7742,3.75,0.025,0.0251,0,0,0.55,0,0,5.6,MODERATE,0
HS290787,8,2025,1,16,HUMANITIES,9,4.81,3.78,-0.1539,0.678,0.81,3.1,2.94,3,3.18,6.52,0.14,0.6111,0.7822,3.6,0.025,0.0247,0,0,0.53,0,0,5.5,MODERATE,0
HS290787,4,2025,1,16,MATH_SCIENCE,9,4.67,3.29,-0.1769,0.8324,1.4,2.89,2.9,3,2.88,6.71,0.82,0.7248,0.962,3.71,0.0239,0.0248,0,0,0.51,0,0,5.4,MODERATE,0
HS290787,5,2025,1,16,MATH_SCIENCE,9,4.88,2.99,-0.2385,1.0449,1.82,2.71,3.1,3,2.88,6.68,-0.41,0.3862,0.7236,3.9,0.0259,0.0251,0,0,0.54,0,0,5.2,MODERATE,0
HS290787,6,2025,1,16,MATH_SCIENCE,9,4.75,3.49,-0.1868,0.8379,1.21,3.06,3.15,3,3.14,6.38,0.73,0.7827,0.7606,3.13,0.0243,0.0261,0,0,0.52,0,0,5.4,MODERATE,0
HS290787,13,2025,1,16,TECHNOLOGY,9,4.74,3.64,-0.1485,0.6718,0.98,3.09,3.14,3,3.14,6.49,-0.27,0.446,1.0,3.24,0.0257,0.0256,0,0,0.52,0,0,5.4,MODERATE,0
HS290787,14,2025,1,16,TECHNOLOGY,9,4.89,3.65,-0.1645,0.6815,0.88,3.37,3.04,3,3.22,6.48,0.66,0.7604,0.7295,3.29,0.0248,0.0238,0,0,0.51,0,0,5.5,MODERATE,0
HS290787,9,2025,1,16,HUMANITIES,9,5.36,3.31,-0.2344,1.1336,1.78,2.47,3.13,3,2.52,6.28,1.09,0.7663,0.7699,3.91,0.0259,0.025,0,0,0.53,0,0,5.5,MODERATE,0
HS1100788,106,2025,1,16,MATH_SCIENCE,10,4.85,4.9,-0.017,0.3181,0.39,5.03,2.85,3,5.05,8.67,0.12,0.6589,1.0,3.54,0.0739,0.0509,2,1,0.82,0,0,6.4,MODERATE,0
HS1100788,2,2025,1,16,HUMANITIES,10,6.67,7.36,0.081,0.4676,0.4,7.53,3.15,3,7.3,8.83,0.21,0.6741,0.7586,1.26,0.078,0.05,2,1,0.85,0,0,7.8,LOW,0
HS1100788,3,2025,1,16,HUMANITIES,10,6.42,6.49,0.0077,0.5837,0.88,7.5,2.96,3,7.63,7.83,-0.41,0.4195,0.5097,0.64,0.0744,0.0488,2,1,0.86,0,0,7.5,LOW,0
HS1100788,7,2025,1,16,MATH_SCIENCE,10,4.01,4.77,0.025,0.4757,1.13,4.98,3.02,3,5.11,8.68,-0.25,0.8063,0.9558,3.92,0.0748,0.0515,2,1,0.85,0,0,6.1,MODERATE,0
HS1100788,8,2025,1,16,HUMANITIES,10,6.51,6.7,-0.0308,0.4316,1.01,6.93,3.1,3,6.68,8.72,-0.03,0.6983,0.5114,1.8,0.0732,0.0477,2,1,0.83,0,0,7.4,LOW,0
HS1100788,4,2025,1,16,MATH_SCIENCE,10,4.52,5.11,0.0024,0.3512,0.87,5.3,2.99,3,5.42,8.26,0.19,0.5116,0.4863,3.61,0.0768,0.0515,2,1,0.89,0,0,6.4,MODERATE,0
HS1100788,5,2025,1,16,MATH_SCIENCE,10,4.54,4.82,0.0127,0.5811,1.01,5.32,3.01,3,5.68,8.5,-0.51,0.9663,0.7215,2.69,0.0781,0.0521,2,1,0.87,0,0,6.3,MODERATE,0
HS1100788,6,2025,1,16,MATH_SCIENCE,10,4.74,5.04,0.0155,0.4662,1.05,5.24,2.97,3,5.22,8.85,-0.5,0.808,0.9666,3.51,0.0744,0.0501,2,1,0.84,0,0,6.4,MODERATE,0
HS1100788,13,2025,1,16,TECHNOLOGY,10,4.95,5.0,0.02,0.2647,0.49,5.28,2.98,3,5.49,8.38,0.02,0.6884,0.7711,3.42,0.0785,0.0495,2,1,0.86,0,0,6.4,MODERATE,0
HS1100788,14,2025,1,16,TECHNOLOGY,10,4.41,4.83,0.0145,0.521,1.32,5.61,3.05,3,5.61,8.48,0.82,0.8218,0.779,3.04,0.0765,0.0495,2,1,0.82,0,0,6.3,MODERATE,0
HS1100788,9,2025,1,16,HUMANITIES,10,7.06,6.94,-0.0125,0.4118,1.02,6.94,2.99,3,7.41,8.93,1.19,0.6462,0.2429,1.28,0.0739,0.0506,2,1,0.82,0,0,7.7,LOW,0
HS2100789,106,2025,1,16,MATH_SCIENCE,10,5.62,4.3,-0.1348,0.627,0.9,4.28,2.96,3,4.28,6.02,0.39,0.9759,1.0,1.84,0.0724,0.0129,5,2,0.76,0,0,5.9,MODERATE,0
HS2100789,2,2025,1,16,HUMANITIES,10,6.35,5.79,-0.122,0.5799,0.94,5.26,3.12,3,5.35,6.36,0.01,0.7806,1.0,0.88,0.0752,0.0128,5,2,0.77,0,0,6.7,LOW,0
HS2100789,3,2025,1,16,HUMANITIES,10,6.69,5.36,-0.1731,0.8905,1.34,4.8,2.95,3,4.56,6.13,-0.26,0.8223,0.9935,1.63,0.0736,0.0128,5,2,0.83,0,0,6.6,LOW,0
HS2100789,7,2025,1,16,MATH_SCIENCE,10,6.11,4.46,-0.2221,1.051,1.55,3.59,2.97,3,3.75,6.23,-0.79,0.8723,0.744,2.31,0.078,0.0121,5,2,0.83,0,0,6.0,MODERATE,0
HS2100789,8,2025,1,16,HUMANITIES,10,6.54,5.67,-0.0937,0.5475,1.18,5.03,3.14,3,5.4,6.83,0.05,0.6887,0.7691,1.55,0.0742,0.0119,5,2,0.77,0,0,6.7,LOW,0
HS2100789,4,2025,1,16,MATH_SCIENCE,10,5.75,4.19,-0.1445,0.7389,1.07,3.69,2.96,3,3.88,6.02,-0.03,0.9793,0.9613,2.31,0.0746,0.0121,5,2,0.81,0,0,5.9,MODERATE,0
HS2100789,5,2025,1,16,MATH_SCIENCE,10,5.29,4.43,-0.1614,0.9295,1.98,3.35,2.87,3,3.29,6.35,0.33,0.9494,1.0,3.25,0.0727,0.012,5,2,0.81,0,0,5.8,MODERATE,0
HS2100789,6,2025,1,16,MATH_SCIENCE,10,5.38,4.74,-0.0963,0.4496,0.62,4.46,3.13,3,4.21,6.21,0.21,0.9913,1.0,2.0,0.0759,0.013,5,2,0.83,0,0,6.0,MODERATE,0
HS2100789,13,2025,1,16,TECHNOLOGY,10,6.2,4.38,-0.1784,0.7843,1.05,3.85,2.9,3,3.89,6.54,0.86,1.0,0.9701,2.36,0.0772,0.0121,5,2,0.77,0,0,6.1,MODERATE,0
HS2100789,14,2025,1,16,TECHNOLOGY,10,5.36,4.14,-0.1441,0.7106,1.15,3.91,2.95,3,4.04,6.38,0.35,0.8387,1.0,2.12,0.0729,0.0124,5,2,0.77,0,0,5.9,MODERATE,0
HS2100789,9,2025,1,16,HUMANITIES,10,6.86,5.14,-0.138,0.6923,0.96,5.03,3.14,3,5.14,6.26,0.52,0.9155,0.7325,1.26,0.0721,0.0121,5,2,0.77,0,0,6.6,LOW,0
HS180790,106,2025,1,16,MATH_SCIENCE,8,4.52,4.65,0.0366,0.2231,0.0,4.64,3.12,3,4.81,6.99,0.1,0.686,0.7809,2.09,0.0881,0.0241,5,1,0.36,0,0,6.0,MODERATE,0
HS180790,2,2025,1,16,HUMANITIES,8,4.83,5.27,0.005,0.4636,1.26,4.79,3.01,3,4.84,7.65,0.16,0.8368,0.7704,2.96,0.087,0.0241,5,1,0.36,0,0,6.3,MODERATE,0
HS180790,3,2025,1,16,HUMANITIES,8,4.47,5.2,0.076,0.3946,0.31,4.89,3.0,3,4.94,7.3,0.49,0.8368,0.7807,2.21,0.0893,0.0245,5,1,0.34,0,0,6.3,MODERATE,0
HS180790,7,2025,1,16,MATH_SCIENCE,8,4.34,4.79,0.0584,0.3712,0.5,4.73,2.89,3,4.53,6.92,0.13,0.7486,0.5039,2.41,0.0842,0.0259,5,1,0.36,0,0,6.0,MODERATE,0
HS180790,8,2025,1,16,HUMANITIES,8,4.46,5.62,0.0633,0.4036,0.29,5.1,3.09,3,5.25,7.03,1.01,0.7003,0.5106,1.96,0.0898,0.026,5,1,0.34,0,0,6.3,MODERATE,0
HS180790,4,2025,1,16,MATH_SCIENCE,8,4.1,4.33,-0.0,0.2863,0.82,3.81,3.03,3,4.16,6.8,0.72,0.7203,0.4936,2.97,0.0884,0.0262,5,1,0.36,0,0,5.8,MODERATE,0
HS180790,5,2025,1,16,MATH_SCIENCE,8,4.31,4.64,0.0419,0.1926,0.0,4.59,3.11,3,4.67,7.09,-0.47,0.7791,1.0,2.49,0.0896,0.0254,5,1,0.35,0,0,5.9,MODERATE,0
HS180790,6,2025,1,16,MATH_SCIENCE,8,4.68,4.56,-0.0206,0.1081,0.2,4.5,2.92,3,4.43,7.66,0.67,0.8354,0.7733,3.46,0.0894,0.0245,5,1,0.34,0,0,5.8,MODERATE,0
HS180790,13,2025,1,16,TECHNOLOGY,8,4.5,4.45,-0.0332,0.2875,0.59,4.14,3.12,3,4.29,6.87,0.49,0.8834,1.0,2.38,0.0909,0.0247,5,1,0.35,0,0,5.9,MODERATE,0
HS180790,14,2025,1,16,TECHNOLOGY,8,4.11,4.25,0.0104,0.3867,0.83,4.19,3.03,3,3.84,7.23,-0.65,0.8182,0.487,3.2,0.0876,0.0247,5,1,0.34,0,0,5.7,MODERATE,0
HS180790,9,2025,1,16,HUMANITIES,8,4.46,5.31,0.1194,0.5788,0.1,5.54,2.94,3,6.01,6.94,-0.43,0.797,0.7397,1.36,0.0843,0.0247,5,1,0.35,0,0,6.3,MODERATE,0
HS270791,106,2025,1,16,MATH_SCIENCE,7,7.84,8.65,0.0259,0.1824,0.29,8.2,2.99,3,8.54,8.09,0.65,0.7838,0.7174,-0.04,0.0,0.0,0,4,0.3,0,0,8.6,LOW,0
HS270791,2,2025,1,16,HUMANITIES,7,4.97,5.81,0.0432,0.4308,0.82,5.24,3.09,3,4.99,7.72,0.32,0.9882,0.9891,2.76,0.0,0.0,0,4,0.31,0,0,6.7,LOW,0
HS270791,3,2025,1,16,HUMANITIES,7,4.92,5.12,0.0119,0.4692,1.07,5.03,3.06,3,4.58,7.47,0.36,0.7831,0.7318,3.1,0.0,0.0,0,4,0.31,0,0,6.5,LOW,0
HS270791,7,2025,1,16,MATH_SCIENCE,7,7.73,8.55,-0.0128,0.2846,0.67,8.17,3.1,3,8.07,7.73,0.65,0.8253,0.7789,-0.31,0.0,0.0,0,4,0.3,0,0,8.5,LOW,0
HS270791,8,2025,1,16,HUMANITIES,7,5.5,5.55,-0.0073,0.1779,0.51,5.62,3.1,3,5.59,7.41,0.47,0.8934,0.7135,2.23,0.0,0.0,0,4,0.3,0,0,6.6,LOW,0
HS270791,4,2025,1,16,MATH_SCIENCE,7,8.43,8.71,0.0285,0.4911,0.91,7.54,3.05,3,8.29,8.01,-0.22,0.776,1.0,0.03,0.0,0.0,0,4,0.29,0,0,8.6,LOW,0
HS270791,5,2025,1,16,MATH_SCIENCE,7,8.21,8.55,0.0577,0.2857,0.0,8.41,3.0,3,9.04,8.2,-0.27,0.897,0.9587,-0.55,0.0,0.0,0,4,0.3,0,0,8.7,LOW,0
HS270791,6,2025,1,16,MATH_SCIENCE,7,8.88,8.93,0.0264,0.1239,0.0,9.24,2.91,3,9.32,7.81,-0.62,0.8567,0.716,-0.99,0.0,0.0,0,4,0.29,0,0,8.9,LOW,0
HS270791,13,2025,1,16,TECHNOLOGY,7,8.42,8.41,0.0205,0.2349,0.48,8.25,2.9,3,8.34,7.61,0.24,0.8634,1.0,-0.59,0.0,0.0,0,4,0.31,0,0,8.5,LOW,0
HS270791,14,2025,1,16,TECHNOLOGY,7,8.26,8.81,-0.0101,0.1434,0.42,8.6,3.0,3,7.99,7.87,0.03,0.792,0.7226,-0.6,0.0,0.0,0,4,0.29,0,0,8.6,LOW,0
HS270791,9,2025,1,16,HUMANITIES,7,5.46,5.02,-0.07,0.3996,0.8,4.41,3.08,3,4.41,7.65,-1.0,0.8352,0.7646,3.4,0.0,0.0,0,4,0.3,0,0,6.4,MODERATE,0
HS290792,106,2025,1,16,MATH_SCIENCE,9,7.19,5.87,-0.192,0.8707,0.88,5.26,2.87,3,5.14,8.6,-0.14,0.9422,0.9913,3.33,0.1165,0.0731,3,3,1.56,0,0,7.2,LOW,0
HS290792,2,2025,1,16,HUMANITIES,9,9.03,7.2,-0.1697,0.8776,1.37,7.61,3.11,3,7.54,8.41,-0.81,0.7733,0.7854,0.43,0.1131,0.0736,3,3,1.58,0,0,8.3,LOW,0
HS290792,3,2025,1,16,HUMANITIES,9,8.86,8.04,-0.0985,0.4895,0.61,8.01,3.14,3,7.54,8.39,-0.34,0.8495,0.7533,0.6,0.1126,0.0743,3,3,1.52,0,0,8.4,LOW,0
HS290792,7,2025,1,16,MATH_SCIENCE,9,7.08,5.88,-0.1213,0.6596,1.48,5.5,2.99,3,5.45,8.33,-0.1,0.7806,0.7298,2.97,0.1102,0.0752,3,3,1.51,0,0,7.1,LOW,0
HS290792,8,2025,1,16,HUMANITIES,9,8.84,7.92,-0.1259,0.6358,0.93,7.11,3.02,3,7.33,8.7,-0.02,0.8467,0.7865,1.25,0.1072,0.0755,3,3,1.64,0,0,8.4,LOW,0
HS290792,4,2025,1,16,MATH_SCIENCE,9,7.58,5.58,-0.2194,1.0505,1.06,5.62,2.93,3,5.25,8.74,0.16,0.8421,0.7216,3.32,0.1116,0.0721,3,3,1.56,0,0,7.1,LOW,0
HS290792,5,2025,1,16,MATH_SCIENCE,9,6.6,5.8,-0.1168,0.5623,1.06,5.25,3.1,3,5.27,8.59,-0.07,0.836,0.7796,2.97,0.1079,0.0715,3,3,1.56,0,0,7.2,LOW,0
HS290792,6,2025,1,16,MATH_SCIENCE,9,6.74,5.98,-0.0954,0.509,1.0,6.19,3.03,3,6.2,8.77,0.96,0.6611,0.7473,2.24,0.1148,0.0724,3,3,1.53,0,0,7.3,LOW,0
HS290792,13,2025,1,16,TECHNOLOGY,9,6.83,5.86,-0.0623,0.3423,0.68,6.09,3.02,3,6.28,8.74,-0.1,0.91,1.0,2.54,0.11,0.0755,3,3,1.6,0,0,7.2,LOW,0
HS290792,14,2025,1,16,TECHNOLOGY,9,6.65,5.91,-0.1228,0.6171,0.88,5.56,3.08,3,5.17,8.96,0.13,0.8225,0.97,3.3,0.1155,0.0772,3,3,1.58,0,0,7.1,LOW,0
HS290792,9,2025,1,16,HUMANITIES,9,9.21,7.58,-0.142,0.6981,1.11,7.59,2.86,3,7.8,8.73,-0.81,0.9489,0.9982,0.66,0.118,0.0775,3,3,1.64,0,0,8.3,LOW,0
HS260793,106,2025,1,16,MATH_SCIENCE,6,1.59,2.71,0.1188,0.5541,0.1,3.03,2.99,3,2.97,7.84,0.15,0.878,0.7284,4.74,0.2286,0.2064,2,2,0.0,0,0,4.4,HIGH,1
HS260793,2,2025,1,16,HUMANITIES,6,5.3,5.5,0.0566,0.3359,0.31,5.61,3.1,3,5.47,7.87,0.18,0.9275,1.0,2.05,0.2235,0.195,2,2,0.0,0,0,6.6,LOW,0
HS260793,3,2025,1,16,HUMANITIES,6,4.86,5.6,0.0597,0.3421,0.1,5.52,2.88,3,5.25,8.03,-0.78,0.7426,1.0,2.61,0.2293,0.1927,2,2,0.0,0,0,6.4,MODERATE,0
HS260793,7,2025,1,16,MATH_SCIENCE,6,1.01,2.07,0.1168,0.5336,0.0,2.24,3.12,3,2.35,7.83,0.33,0.8317,1.0,5.61,0.2159,0.2014,2,2,0.0,0,0,4.1,HIGH,1
HS260793,8,2025,1,16,HUMANITIES,6,5.01,5.98,0.0651,0.4851,0.69,6.06,2.99,3,5.72,7.17,-0.15,0.9201,0.9682,1.52,0.2326,0.1942,2,2,0.0,0,0,6.5,LOW,0
HS260793,4,2025,1,16,MATH_SCIENCE,6,1.41,2.15,0.0891,0.4244,0.2,2.29,2.9,3,2.35,8.12,-0.12,0.8808,0.9697,5.4,0.2298,0.1929,2,2,0.0,0,0,4.2,HIGH,1
HS260793,5,2025,1,16,MATH_SCIENCE,6,1.59,1.95,0.0752,0.3776,0.1,2.11,2.91,3,2.15,6.97,-0.05,0.907,1.0,5.23,0.2238,0.1993,2,2,0.0,0,0,4.1,HIGH,1
HS260793,6,2025,1,16,MATH_SCIENCE,6,1.28,1.98,0.0482,0.3611,0.52,1.94,3.04,3,1.98,7.99,0.73,0.9145,1.0,6.01,0.2319,0.2042,2,2,0.0,0,0,4.1,HIGH,1
HS260793,13,2025,1,16,TECHNOLOGY,6,1.39,1.71,0.0048,0.3196,0.67,1.67,2.88,3,1.56,7.41,-0.71,0.8927,0.495,5.73,0.2241,0.2095,2,2,0.0,0,0,4.0,HIGH,1
HS260793,14,2025,1,16,TECHNOLOGY,6,1.63,1.91,0.0315,0.1937,0.2,1.71,2.9,3,1.81,8.44,-0.59,1.0,0.9894,6.12,0.2267,0.202,2,2,0.0,0,0,4.1,HIGH,1
HS260793,9,2025,1,16,HUMANITIES,6,5.15,5.43,0.0522,0.2314,0.0,6.06,2.98,3,5.72,7.94,0.18,0.834,0.7353,2.17,0.2163,0.1938,2,2,0.0,0,0,6.6,LOW,0
HS1100794,106,2025,1,16,MATH_SCIENCE,10,8.29,9.07,0.0339,0.3792,0.7,8.49,3.06,3,8.37,8.05,-0.32,1.0,0.9793,-0.81,0.0,0.0,0,0,0.13,0,0,8.8,LOW,0
HS1100794,2,2025,1,16,HUMANITIES,10,6.55,7.89,0.0652,0.4459,0.62,7.78,2.91,3,7.58,8.44,-0.16,0.9159,1.0,0.64,0.0,0.0,0,0,0.12,0,0,8.0,LOW,0
HS1100794,3,2025,1,16,HUMANITIES,10,6.92,7.59,0.0357,0.2949,0.48,7.84,3.06,3,7.66,8.17,-0.04,1.0,0.9987,0.81,0.0,0.0,0,0,0.12,0,0,8.0,LOW,0
HS1100794,7,2025,1,16,MATH_SCIENCE,10,8.45,8.49,0.0079,0.1333,0.29,8.79,2.88,3,8.89,8.29,-0.71,0.9712,1.0,-0.54,0.0,0.0,0,0,0.14,0,0,8.9,LOW,0
HS1100794,8,2025,1,16,HUMANITIES,10,7.29,7.47,0.0077,0.21,0.49,7.36,3.1,3,7.47,7.94,0.23,0.9177,0.9746,0.6,0.0,0.0,0,0,0.13,0,0,8.1,LOW,0
HS1100794,4,2025,1,16,MATH_SCIENCE,10,7.98,8.71,0.0352,0.3419,0.71,8.82,3.06,3,8.61,8.51,0.5,0.9541,1.0,-0.8,0.0,0.0,0,0,0.13,0,0,8.9,LOW,0
HS1100794,5,2025,1,16,MATH_SCIENCE,10,8.19,8.4,0.0454,0.4196,0.58,8.8,2.98,3,9.21,7.91,-0.77,0.9692,1.0,-0.87,0.0,0.0,0,0,0.13,0,0,8.7,LOW,0
HS1100794,6,2025,1,16,MATH_SCIENCE,10,8.88,8.32,0.0119,0.1422,0.31,8.55,2.86,3,8.6,8.27,0.32,1.0,0.9727,-0.55,0.0,0.0,0,0,0.13,0,0,8.8,LOW,0
HS1100794,13,2025,1,16,TECHNOLOGY,10,8.85,8.79,0.0122,0.1933,0.38,8.74,2.89,3,8.5,8.06,-0.2,1.0,0.9599,-0.51,0.0,0.0,0,0,0.13,0,0,8.8,LOW,0
HS1100794,14,2025,1,16,TECHNOLOGY,10,7.91,8.49,0.0622,0.428,0.49,8.98,3.11,3,9.1,7.47,-0.77,1.0,1.0,-1.02,0.0,0.0,0,0,0.13,0,0,8.8,LOW,0
HS1100794,9,2025,1,16,HUMANITIES,10,6.97,7.2,0.0267,0.2059,0.3,7.5,2.96,3,7.22,8.12,0.3,1.0,1.0,0.76,0.0,0.0,0,0,0.13,0,0,7.9,LOW,0
HS2110795,106,2025,1,16,MATH_SCIENCE,11,8.13,8.32,0.0571,0.2899,0.19,8.41,3.12,3,8.03,7.83,0.01,1.0,0.9518,-0.53,0.0,0.0,0,2,0.14,0,0,8.4,LOW,0
